bugNames	pValues	log10PValues	xGroup	yGroup	xSampleSize	ySampleSize	meanXGroup	meanYGroup	pValuesAdjusted
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Adlercreutzia	4.87E-05	-4.312424222	FOb	ICR	17	20	3.112110091	4.125039939	0.000294261
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Dehalobacteriaceae.g__Dehalobacterium	5.17E-05	4.286737584	FOb	LCCR	17	20	5.799595824	4.385198455	0.000310037
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Allobaculum	5.53E-05	4.256995392	HCCR	ICR	19	20	0.811946967	0.16760652	0.00032974
k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae.g__Turicibacter	6.76E-05	4.17025419	Control	DIO	18	18	4.270826496	0.963093498	0.000399897
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__	6.88E-05	-4.162468049	DIO	FOb	18	17	8.014566357	8.746290383	0.00040438
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae.g__Corynebacterium	7.25E-05	-4.139463588	DIO	LCCR	18	20	0.061485058	0.97417433	0.000423357
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus	7.30E-05	4.136721365	Control	ICR	18	20	3.949210309	2.960502501	0.000423357
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Alcaligenaceae.g__Sutterella	8.50E-05	-4.070774044	FOb	ICR	17	20	2.869899566	4.153312554	0.000489518
k__Bacteria.p__TM7.c__TM7.3.Other.Other.Other	8.90E-05	4.050774398	Control	HCCR	18	19	5.739764336	4.768125743	0.000509215
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Adlercreutzia	9.72E-05	-4.012300638	DIO	LCCR	18	20	3.399407399	4.576252103	0.000552748
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Dehalobacteriaceae.g__Dehalobacterium	0.000100935	3.995956566	DIO	LCCR	18	20	5.647104457	4.385198455	0.000570219
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea	0.000105937	3.974952638	DIO	FOb	18	17	4.988040543	3.847693383	0.000594614
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides	0.000108071	-3.966290906	FOb	LCCR	17	20	6.361337963	7.508627185	0.000601281
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__	0.000108507	-3.964542157	FOb	LCCR	17	20	8.746290383	9.349062836	0.000601281
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Adlercreutzia	0.000113853	-3.943656664	Control	ICR	18	20	3.287157819	4.125039939	0.00062691
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__AF12	0.000115137	3.938785738	DIO	FOb	18	17	8.362121513	7.810478196	0.000629994
k__Bacteria.p__TM7.c__TM7.3.o__CW040.f__F16.g__	0.000117817	3.928792445	Control	LCCR	18	20	4.104319732	2.689502089	0.000636823
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__RF32.f__.g__	0.000117849	-3.928674545	DIO	FOb	18	17	3.836208412	5.241970146	0.000636823
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Dehalobacteriaceae.g__Dehalobacterium	0.000119524	3.922544894	Control	ICR	18	20	5.693431168	4.744092297	0.000641888
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Oscillospira	0.000123512	3.908289704	FOb	LCCR	17	20	8.842530466	8.123413372	0.000656978
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Odoribacteraceae..g__Odoribacter	0.000123844	-3.907124651	FOb	ICR	17	20	8.836949353	9.452940828	0.000656978
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.Other	0.000124865	3.90355978	DIO	HCCR	18	19	4.413398061	3.565356802	0.000658378
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__	0.000135389	3.868415756	Control	HCCR	18	19	8.781843666	8.286532739	0.00070957
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__	0.00013628	3.865566284	HCCR	ICR	19	20	5.802891301	4.590671806	0.000709964
k__Bacteria.p__Tenericutes.c__Mollicutes.o__RF39.f__.g__	0.000146331	-3.834664496	DIO	ICR	18	20	0.500285695	2.496069929	0.000757784
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Oscillospira	0.00014761	3.830884333	FOb	ICR	17	20	8.842530466	8.089665522	0.000759886
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__S24.7.g__	0.000152808	3.815854384	Control	ICR	18	20	10.45807383	10.15496917	0.000782017
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Adlercreutzia	0.000154878	-3.810011389	DIO	HCCR	18	19	3.399407399	4.519062573	0.000787974
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Dehalobacteriaceae.g__Dehalobacterium	0.000167112	3.776992961	Control	LCCR	18	20	5.693431168	4.385198455	0.000845275
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__	0.000169394	-3.771102644	Control	LCCR	18	20	5.683119602	7.34575169	0.000851864
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__RF32.f__.g__	0.000190994	-3.71898045	FOb	LCCR	17	20	5.241970146	6.637955343	0.00095497
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Bilophila	0.000208311	-3.681286977	Control	DIO	18	18	6.96060112	8.072014868	0.001035605
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__AF12	0.000213238	3.671135683	Control	LCCR	18	20	7.634438211	7.020900885	0.001054074
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus	0.000237212	-3.624863356	FOb	HCCR	17	19	6.456518547	8.18668915	0.001165957
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus	0.00025261	3.597550175	DIO	HCCR	18	19	3.911746943	2.686838512	0.001234665
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides	0.000258264	-3.587936846	Control	LCCR	18	20	8.164846322	8.675406856	0.001255248
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__	0.000262434	3.580979733	Control	ICR	18	20	8.781843666	8.337981388	0.001268431
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus	0.000268782	-3.570600226	FOb	ICR	17	20	6.456518547	8.072186032	0.001291934
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaerotruncus	0.000275966	-3.559144517	Control	DIO	18	18	1.63481108	2.622779227	0.001319178
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Allobaculum	0.000278613	-3.554999192	DIO	HCCR	18	19	0.178598836	0.811946967	0.001324552
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Allobaculum	0.000301635	-3.520518202	FOb	LCCR	17	20	0.293172949	1.039969525	0.001426209
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__S24.7.g__	0.000308316	3.51100364	Control	HCCR	18	19	10.45807383	10.17968768	0.001449919
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__.g__	0.000322871	-3.490970675	DIO	ICR	18	20	0	0.403796083	0.001510204
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides	0.000328349	3.483664284	Control	DIO	18	18	6.321779875	5.245266012	0.001527613
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae.g__Corynebacterium	0.000337586	-3.471616076	Control	HCCR	18	19	0.300071037	1.309385462	0.001562231
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides	0.000363402	-3.439612928	DIO	LCCR	18	20	8.062554024	8.675406856	0.001672802
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus.	0.000373642	-3.427543968	Control	DIO	18	18	5.774496611	6.453791944	0.001710888
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.Other	0.000406491	3.390948856	Control	HCCR	18	19	4.448851753	3.565356802	0.001851557
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio	0.000455899	3.341131301	DIO	LCCR	18	20	6.187678354	4.826078005	0.002065793
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Coprobacillus	0.000467535	-3.330185474	DIO	ICR	18	20	0.241104459	1.638239934	0.002107543
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio	0.000479435	3.319269923	DIO	HCCR	18	19	6.187678354	5.265572854	0.002150045
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Odoribacteraceae..g__Odoribacter	0.000485952	-3.313406826	FOb	HCCR	17	19	8.836949353	9.379768318	0.002168093
k__Bacteria.p__TM7.c__TM7.3.Other.Other.Other	0.000505922	-3.295916833	DIO	ICR	18	20	2.746525687	4.787069138	0.002245672
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__	0.000534894	-3.271732174	DIO	LCCR	18	20	3.65242436	5.345072767	0.002362223
k__Bacteria.p__TM7.c__TM7.3.Other.Other.Other	0.000588617	-3.230167243	DIO	HCCR	18	19	2.746525687	4.768125743	0.002586347
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Bilophila	0.00060714	3.216711035	Control	LCCR	18	20	6.96060112	5.666460962	0.002654331
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.Other	0.000642287	-3.192270891	DIO	HCCR	18	19	0.062899212	0.809626339	0.002793948
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaerotruncus	0.000651396	3.186155023	Control	ICR	18	20	1.63481108	0.764703845	0.002819475
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.Other	0.00067848	-3.168462767	DIO	LCCR	18	20	0.062899212	0.798258668	0.002922168
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus.	0.000728198	3.137750521	DIO	ICR	18	20	6.453791944	5.710510268	0.003120849
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides	0.00074206	-3.129560761	DIO	FOb	18	17	5.245266012	6.361337963	0.003164669
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Odoribacteraceae..g__Odoribacter	0.000767323	-3.115021688	DIO	LCCR	18	20	8.825564686	9.522699412	0.003256445
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae.g__Corynebacterium	0.000852968	-3.069067269	Control	ICR	18	20	0.300071037	1.270262248	0.003602341
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus	0.000873197	3.058887558	FOb	LCCR	17	20	4.245936393	3.381512338	0.00366996
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Bilophila	0.000904502	3.043590501	FOb	LCCR	17	20	7.065999833	5.666460962	0.003783253
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae..g__	0.000926203	3.033293723	ICR	LCCR	20	20	4.471395338	3.901761005	0.003855487
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__AF12	0.000945527	3.024326192	Control	ICR	18	20	7.634438211	7.127332301	0.003910351
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae..g__	0.000948373	3.023021029	DIO	LCCR	18	20	4.480717419	3.901761005	0.003910351
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaerotruncus	0.000978405	3.009481485	FOb	ICR	17	20	1.863758758	0.764703845	0.004015151
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.g__	0.001119605	2.950935289	DIO	FOb	18	17	10.00320626	9.587734893	0.004573033
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__	0.001153243	2.938078993	FOb	LCCR	17	20	8.914485769	8.506047849	0.00468842
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus.	0.001269444	2.896386447	DIO	HCCR	18	19	6.453791944	5.749309821	0.00513682
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__	0.001281081	-2.892423342	FOb	ICR	17	20	6.426283048	7.877533361	0.00515991
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae.g__Agrobacterium	0.001302986	-2.885060326	Control	LCCR	18	20	0.115871199	0.758524178	0.005223952
k__Bacteria.p__TM7.c__TM7.3.o__CW040.f__F16.g__	0.001341993	-2.872249905	DIO	ICR	18	20	1.665062057	3.383415569	0.005355658
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Oscillospira	0.001418968	2.848027475	Control	HCCR	18	19	8.652465556	8.109955749	0.005636995
k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Akkermansia	0.001485651	2.828083324	Control	DIO	18	18	5.05105031	2.893319088	0.005875073
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus	0.001502505	-2.823183959	FOb	HCCR	17	19	5.496537878	6.489647645	0.00591484
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Alcaligenaceae.g__Sutterella	0.001512056	-2.820432077	FOb	LCCR	17	20	2.869899566	4.321503629	0.005925626
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus	0.001604278	2.79472035	DIO	LCCR	18	20	7.429984377	6.359771052	0.006258843
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae.g__Agrobacterium	0.001631518	-2.787408053	DIO	LCCR	18	20	0.127166773	0.758524178	0.006336701
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__	0.00164473	2.783905502	DIO	FOb	18	17	9.328309701	8.914485769	0.006359621
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae.g__	0.001813436	2.741497864	DIO	FOb	18	17	5.28117877	4.429586764	0.006965259
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus	0.001817372	-2.740556141	ICR	LCCR	20	20	5.579233098	6.359771052	0.006965259
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Bilophila	0.00182791	2.738045265	Control	HCCR	18	19	6.96060112	5.947147941	0.006974919
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides	0.001846421	-2.73366933	ICR	LCCR	20	20	6.69789235	7.508627185	0.007014786
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Odoribacteraceae..g__Odoribacter	0.002025121	-2.693549075	DIO	ICR	18	20	8.825564686	9.452940828	0.007648149
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus	0.002030715	2.692350927	Control	ICR	18	20	6.47156923	5.579233098	0.007648149
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__.g__	0.002041248	-2.69010431	FOb	ICR	17	20	0.049184561	0.403796083	0.007654679
k__Bacteria.p__TM7.c__TM7.3.o__CW040.f__F16.g__	0.002116968	2.674285748	Control	FOb	18	17	4.104319732	2.699559547	0.007904558
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae.g__Corynebacterium	0.002226868	-2.652305572	FOb	HCCR	17	19	0.412916936	1.309385462	0.00827938
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__	0.002292399	-2.639709838	FOb	HCCR	17	19	8.746290383	9.222575355	0.008486753
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.g__	0.002380567	2.623319669	Control	HCCR	18	19	9.640554402	9.202027363	0.008775817
k__Bacteria.p__TM7.c__TM7.3.Other.Other.Other	0.002396424	-2.620436292	DIO	FOb	18	17	2.746525687	4.787103828	0.008792566
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus	0.002405323	2.618826678	DIO	HCCR	18	19	7.429984377	6.489647645	0.008792566
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.g__	0.002536875	-2.59570093	Control	DIO	18	18	9.640554402	10.00320626	0.00923465
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.Other	0.00255274	2.592993379	DIO	LCCR	18	20	4.413398061	3.785060123	0.009253683
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus	0.002576044	2.589046649	DIO	ICR	18	20	3.911746943	2.960502501	0.009299414
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter	0.002599078	-2.585180751	Control	LCCR	18	20	0	0.808832748	0.009340811
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.Other.Other	0.002616403	2.582295404	Control	DIO	18	18	1.872406638	0.965072589	0.009340811
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__RF32.f__.g__	0.002619722	-2.581744853	FOb	HCCR	17	19	5.241970146	6.430945996	0.009340811
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.Other	0.002654328	-2.57604543	FOb	ICR	17	20	0.367138955	0.891209204	0.009425573
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae.g__Stenotrophomonas	0.002672928	-2.573012734	DIO	HCCR	18	19	0	0.693545506	0.009453038
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes	0.00271063	2.566929808	Control	HCCR	18	19	1.900708644	0.750034195	0.009547562
k__Bacteria.p__Deferribacteres.c__Deferribacteres.o__Deferribacterales.f__Deferribacteraceae.g__Mucispirillum	0.002737809	2.562596923	DIO	ICR	18	20	7.030152418	5.689634829	0.009604409
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Propionibacteriaceae.g__Propionibacterium	0.002845228	2.545882966	DIO	HCCR	18	19	1.110206148	0.248758206	0.009941157
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.g__	0.002865445	2.542807871	Control	ICR	18	20	9.640554402	9.21963342	0.00997175
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Alcaligenaceae.g__Sutterella	0.002878848	-2.540781209	DIO	FOb	18	17	1.858236411	2.869899566	0.009978478
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Oscillospira	0.002931073	-2.532973424	Control	DIO	18	18	8.652465556	9.156542138	0.010119179
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus	0.002960306	-2.528663326	DIO	HCCR	18	19	0.120023616	0.629554832	0.01017971
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Bilophila	0.003029752	2.518592917	FOb	HCCR	17	19	7.065999833	5.947147941	0.010377497
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Oscillospira	0.00314681	2.502129455	Control	ICR	18	20	8.652465556	8.089665522	0.010719621
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Oscillospira	0.003154279	2.501099872	Control	LCCR	18	20	8.652465556	8.123413372	0.010719621
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus	0.003167458	-2.499289102	HCCR	LCCR	19	20	2.686838512	3.381512338	0.010722524
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__S24.7.g__	0.003193075	2.495790871	Control	FOb	18	17	10.45807383	10.15551923	0.010729487
k__Bacteria.p__Tenericutes.c__Mollicutes.o__RF39.f__.g__	0.003194181	-2.495640524	DIO	FOb	18	17	0.500285695	2.669880312	0.010729487
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus.	0.003273098	2.485040944	DIO	LCCR	18	20	6.453791944	5.8481354	0.010952291
k__Bacteria.p__TM7.c__TM7.3.o__CW040.f__F16.g__	0.003442133	2.463172315	Control	ICR	18	20	4.104319732	3.383415569	0.011473778
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae.g__	0.003469328	2.459754596	DIO	ICR	18	20	5.28117877	4.492039379	0.011520289
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__.g__	0.003486263	-2.457639874	DIO	LCCR	18	20	0	0.843015188	0.011532504
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Christensenellaceae.g__	0.003607395	-2.442806336	ICR	LCCR	20	20	3.42482844	4.126178274	0.011888005
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__RF32.f__.g__	0.003736079	2.427583916	Control	DIO	18	18	4.77824533	3.836208412	0.012227629
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae.g__Stenotrophomonas	0.003738563	-2.427295349	DIO	ICR	18	20	0	0.676802558	0.012227629
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus	0.00393348	-2.405223053	DIO	LCCR	18	20	0.120023616	0.62449559	0.012762436
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Bilophila	0.003942096	2.404272774	DIO	FOb	18	17	8.072014868	7.065999833	0.012762436
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__	0.003946087	-2.403833398	Control	LCCR	18	20	4.260176711	5.345072767	0.012762436
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae..g__	0.004016083	2.396197308	FOb	LCCR	17	20	4.407585381	3.901761005	0.012940712
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.Other	0.004280565	-2.368498906	Control	HCCR	18	19	0.18824319	0.809626339	0.013742035
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__	0.004407777	-2.355780372	Control	LCCR	18	20	7.524610298	8.082940191	0.014098405
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter	0.004487514	-2.347994203	Control	HCCR	18	19	0	0.317300897	0.014300868
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae.g__Corynebacterium	0.004544564	-2.342507793	FOb	ICR	17	20	0.412916936	1.270262248	0.014429819
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.Other	0.004563214	2.340729172	DIO	ICR	18	20	4.413398061	3.693635822	0.014436349
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus	0.004631141	-2.334311952	FOb	LCCR	17	20	6.456518547	7.743647805	0.014598163
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Coprobacillus	0.004657185	-2.331876548	DIO	HCCR	18	19	0.241104459	1.609022799	0.014627258
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.Other	0.004711369	-2.326852924	Control	LCCR	18	20	0.18824319	0.798258668	0.014744211
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus	0.005145741	-2.288552067	DIO	HCCR	18	19	6.835164448	8.18668915	0.016045859
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.Other	0.005250771	2.279776954	Control	LCCR	18	20	4.448851753	3.785060123	0.016314894
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Odoribacteraceae..g__Odoribacter	0.005284349	-2.277008524	DIO	HCCR	18	19	8.825564686	9.379768318	0.016360795
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Propionibacteriaceae.g__Propionibacterium	0.005538519	2.256606355	DIO	ICR	18	20	1.110206148	0.345191858	0.01708692
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae.g__Stenotrophomonas	0.005677468	-2.245845269	FOb	HCCR	17	19	0.055506919	0.693545506	0.017453702
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae.g__Corynebacterium	0.005732023	-2.241692055	Control	LCCR	18	20	0.300071037	0.97417433	0.017559367
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__.g__	0.005780526	-2.238032654	FOb	LCCR	17	20	0.049184561	0.843015188	0.017645816
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__	0.005912341	-2.228240537	FOb	HCCR	17	19	6.426283048	7.625452253	0.017959355
